2.69;7998.00;7802.90;4.448;4.317;16.722;314.51;165.54
2.70;8030.00;7834.20;4.448;4.313;16.669;314.63;165.54
2.71;8062.00;7865.40;4.447;4.310;16.617;314.75;165.54
2.72;8094.00;7896.60;4.446;4.306;16.566;314.87;165.54
2.73;8126.10;7927.90;4.446;4.303;16.515;314.99;165.55
2.74;8158.10;7959.10;4.445;4.299;16.464;315.10;165.55
2.75;8190.10;7990.40;4.445;4.296;16.414;315.22;165.55
2.76;8222.10;8021.60;4.444;4.293;16.364;315.33;165.55
2.77;8254.20;8052.90;4.443;4.290;16.315;315.45;165.55
2.78;8286.20;8084.10;4.443;4.286;16.266;315.57;165.55
2.79;8318.30;8115.40;4.442;4.283;16.217;315.68;165.56
2.80;8350.30;8146.70;4.442;4.280;16.169;315.80;165.56
2.81;8382.40;8177.90;4.441;4.277;16.121;315.91;165.56
2.82;8414.50;8209.20;4.440;4.273;16.074;316.03;165.56
2.83;8446.50;8240.50;4.440;4.270;16.027;316.14;165.56
2.84;8478.60;8271.80;4.439;4.267;15.980;316.26;165.56
2.85;8510.70;8303.10;4.438;4.264;15.934;316.37;165.57
2.86;8542.80;8334.40;4.438;4.260;15.888;316.49;165.57
2.87;8574.80;8365.70;4.437;4.257;15.843;316.60;165.57
2.88;8606.90;8397.00;4.436;4.254;15.798;316.72;165.57
2.89;8639.00;8428.30;4.435;4.251;15.753;316.83;165.57
2.90;8671.10;8459.60;4.435;4.248;15.709;316.95;165.58
2.91;8703.20;8491.00;4.434;4.244;15.665;317.06;165.58
2.92;8735.40;8522.30;4.433;4.241;15.621;317.17;165.58
2.93;8767.50;8553.60;4.433;4.238;15.577;317.29;165.58
2.94;8799.60;8585.00;4.432;4.235;15.534;317.40;165.58
2.95;8831.70;8616.30;4.431;4.232;15.492;317.51;165.58
2.96;8863.80;8647.70;4.430;4.229;15.449;317.62;165.59
2.97;8896.00;8679.00;4.430;4.225;15.407;317.73;165.59
2.98;8928.10;8710.40;4.429;4.222;15.366;317.85;165.59
2.99;8960.30;8741.70;4.428;4.219;15.324;317.96;165.59
3.00;8992.40;8773.10;4.427;4.215;15.283;318.07;165.59
3.01;9024.60;8804.40;4.426;4.212;15.242;318.18;165.59
3.02;9056.70;8835.80;4.426;4.209;15.202;318.29;165.59
3.03;9088.90;8867.20;4.425;4.206;15.162;318.40;165.59
3.04;9121.00;8898.60;4.424;4.202;15.122;318.51;165.59
3.05;9153.20;8930.00;4.423;4.199;15.083;318.62;165.59
3.06;9185.40;8961.30;4.422;4.196;15.044;318.73;165.59
3.07;9217.60;8992.70;4.422;4.192;15.005;318.85;165.59
3.08;9249.70;9024.10;4.421;4.189;14.966;318.96;165.59
3.09;9281.90;9055.50;4.420;4.186;14.928;319.07;165.58
3.10;9314.10;9086.90;4.419;4.183;14.890;319.18;165.58
3.11;9346.30;9118.40;4.418;4.179;14.852;319.29;165.58
3.12;9378.50;9149.80;4.417;4.176;14.815;319.40;165.58
3.13;9410.70;9181.20;4.416;4.173;14.778;319.51;165.58
3.14;9442.90;9212.60;4.416;4.169;14.741;319.62;165.58
3.15;9475.10;9244.00;4.415;4.166;14.705;319.73;165.58
3.16;9507.40;9275.50;4.414;4.162;14.668;319.84;165.58
3.17;9539.60;9306.90;4.413;4.159;14.632;319.95;165.58
3.18;9571.80;9338.30;4.412;4.156;14.597;320.05;165.58
3.19;9604.00;9369.80;4.411;4.152;14.561;320.16;165.58
3.20;9636.30;9401.20;4.410;4.149;14.526;320.27;165.58
3.21;9668.50;9432.70;4.409;4.146;14.491;320.38;165.58
3.22;9700.80;9464.20;4.408;4.142;14.457;320.49;165.58
3.23;9733.00;9495.60;4.408;4.139;14.422;320.60;165.58
3.24;9765.30;9527.10;4.407;4.135;14.388;320.71;165.58
3.25;9797.50;9558.60;4.406;4.132;14.354;320.82;165.58
3.26;9829.80;9590.00;4.405;4.129;14.321;320.93;165.58
3.27;9862.10;9621.50;4.404;4.125;14.287;321.04;165.58
3.28;9894.30;9653.00;4.403;4.122;14.254;321.14;165.58
3.29;9926.60;9684.50;4.402;4.119;14.221;321.25;165.58
3.30;9958.90;9716.00;4.401;4.116;14.189;321.36;165.58
3.31;9991.20;9747.50;4.400;4.113;14.156;321.46;165.58
3.32;10023.50;9779.00;4.399;4.109;14.124;321.57;165.58
3.33;10055.80;9810.50;4.398;4.106;14.092;321.67;165.58
3.34;10088.10;9842.00;4.397;4.103;14.060;321.78;165.58
3.35;10120.40;9873.50;4.396;4.100;14.029;321.89;165.58
3.36;10152.70;9905.00;4.395;4.097;13.997;321.99;165.58
3.37;10185.00;9936.60;4.394;4.094;13.966;322.10;165.58
3.38;10217.30;9968.10;4.393;4.091;13.935;322.20;165.58
3.39;10249.60;9999.60;4.392;4.088;13.905;322.31;165.58
3.40;10281.90;10031.20;4.391;4.085;13.874;322.41;165.58
3.41;10314.30;10062.70;4.390;4.082;13.844;322.52;165.58
3.42;10346.60;10094.20;4.389;4.079;13.814;322.62;165.58
3.43;10378.90;10125.80;4.388;4.076;13.784;322.72;165.57
3.44;10411.30;10157.30;4.387;4.073;13.755;322.83;165.57
3.45;10443.60;10188.90;4.386;4.070;13.726;322.93;165.57
3.46;10476.00;10220.50;4.385;4.068;13.696;323.03;165.57
3.47;10508.30;10252.00;4.384;4.065;13.667;323.13;165.57
3.48;10540.70;10283.60;4.383;4.062;13.639;323.23;165.57
3.49;10573.10;10315.20;4.382;4.059;13.610;323.34;165.57
3.50;10605.40;10346.80;4.381;4.056;13.582;323.44;165.57
3.51;10637.80;10378.30;4.380;4.054;13.554;323.54;165.57
3.52;10670.20;10409.90;4.379;4.051;13.526;323.64;165.57
3.53;10702.50;10441.50;4.378;4.049;13.498;323.74;165.57
3.54;10734.90;10473.10;4.377;4.046;13.470;323.83;165.57
3.55;10767.30;10504.70;4.376;4.044;13.442;323.93;165.57
3.56;10799.70;10536.30;4.375;4.041;13.415;324.03;165.57
3.57;10832.10;10567.90;4.374;4.039;13.388;324.13;165.57
3.58;10864.50;10599.50;4.373;4.036;13.361;324.23;165.57
3.59;10896.90;10631.10;4.372;4.034;13.334;324.33;165.57
3.60;10929.30;10662.70;4.371;4.031;13.307;324.42;165.57
3.61;10961.70;10694.40;4.370;4.027;13.281;324.50;165.56
3.62;10994.10;10726.00;4.369;4.023;13.254;324.57;165.56
3.63;11026.60;10757.60;4.368;4.020;13.227;324.64;165.56
3.64;11059.00;10789.20;4.367;4.016;13.201;324.71;165.56
3.65;11091.40;10820.90;4.366;4.012;13.175;324.78;165.55
3.66;11123.80;10852.50;4.365;4.008;13.149;324.86;165.55
3.67;11156.30;10884.20;4.364;4.004;13.123;324.93;165.55
3.68;11188.70;10915.80;4.363;4.000;13.098;325.00;165.54
3.69;11221.10;10947.40;4.362;3.996;13.073;325.07;165.54
3.70;11253.60;10979.10;4.361;3.992;13.047;325.14;165.54
3.71;11286.00;11010.70;4.359;3.988;13.022;325.21;165.53
3.72;11318.50;11042.40;4.358;3.984;12.997;325.29;165.53
3.73;11350.90;11074.00;4.357;3.980;12.973;325.36;165.53
3.74;11383.40;11105.70;4.356;3.976;12.948;325.43;165.52
3.75;11415.80;11137.40;4.355;3.972;12.924;325.50;165.52
3.76;11448.30;11169.00;4.354;3.968;12.900;325.57;165.52
3.77;11480.70;11200.70;4.353;3.964;12.876;325.64;165.52
3.78;11513.20;11232.40;4.352;3.960;12.852;325.71;165.51
3.79;11545.70;11264.00;4.351;3.956;12.828;325.78;165.51
3.80;11578.10;11295.70;4.349;3.952;12.805;325.85;165.51
3.81;11610.60;11327.40;4.348;3.948;12.781;325.92;165.50
3.82;11643.10;11359.10;4.347;3.944;12.758;325.99;165.50
3.83;11675.50;11390.80;4.346;3.940;12.735;326.06;165.50
3.84;11708.00;11422.50;4.345;3.936;12.712;326.14;165.49
3.85;11740.50;11454.20;4.344;3.932;12.689;326.21;165.49
3.86;11773.00;11485.90;4.343;3.928;12.667;326.28;165.49
3.87;11805.50;11517.60;4.341;3.924;12.644;326.35;165.48
3.88;11838.00;11549.30;4.340;3.920;12.622;326.42;165.48
3.89;11870.50;11581.00;4.339;3.916;12.600;326.49;165.48
3.90;11903.00;11612.70;4.338;3.912;12.578;326.56;165.48
3.91;11935.50;11644.40;4.337;3.908;12.556;326.63;165.47
3.92;11968.00;11676.10;4.336;3.904;12.534;326.70;165.47
3.93;12000.50;11707.80;4.334;3.900;12.512;326.77;165.47
3.94;12033.00;11739.50;4.333;3.896;12.491;326.84;165.46
3.95;12065.50;11771.30;4.332;3.892;12.470;326.91;165.46
3.96;12098.10;11803.00;4.331;3.888;12.448;326.99;165.46
3.97;12130.60;11834.70;4.330;3.884;12.427;327.06;165.45
3.98;12163.10;11866.40;4.328;3.880;12.406;327.13;165.45
3.99;12195.60;11898.20;4.327;3.876;12.386;327.20;165.45
4.00;12228.20;11929.90;4.326;3.872;12.365;327.27;165.44
4.01;12260.70;11961.70;4.325;3.867;12.345;327.32;165.44
4.02;12293.20;11993.40;4.323;3.862;12.324;327.38;165.44
4.03;12325.80;12025.10;4.322;3.857;12.304;327.44;165.44
4.04;12358.30;12056.90;4.321;3.852;12.284;327.49;165.43
4.05;12390.90;12088.60;4.320;3.847;12.264;327.55;165.43
4.06;12423.40;12120.40;4.318;3.843;12.244;327.60;165.43
4.07;12455.90;12152.10;4.317;3.838;12.224;327.66;165.42
4.08;12488.50;12183.90;4.316;3.833;12.205;327.71;165.42
4.09;12521.10;12215.70;4.315;3.828;12.185;327.77;165.41
4.10;12553.60;12247.40;4.313;3.823;12.166;327.82;165.41
4.11;12586.20;12279.20;4.312;3.817;12.147;327.88;165.41
