2;3102.6;11.115
2.5;3019.5;11.136
3;2936.2;11.160
3.5;2852.3;11.187
4;2768.4;11.215
4.5;2685.2;11.243
5;2602.3;11.271
5.5;2519.6;11.301
6;2437.1;11.332
6.5;2354.8;11.364
7;2272.5;11.399
7.5;2190.3;11.436
8;2107.5;11.478
8.5;2024.0;11.527
9;1939.6;11.582
9.5;1854.3;11.646
10;1768.8;11.718
10.5;1683.1;11.797
11;1597.2;11.886
11.5;1511.3;11.984
12;1425.3;12.096
